Preprocessing4
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 1-2
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 1-2
kej 3-4
kej 3-4
kej 1-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 1-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 1-2
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 1-2
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 3-4
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 3-4
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 1-4
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 1-2
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 7-8
kej 7-8
kej 5-6
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 5-6
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 5-8
kej 7-8
kej 5-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 7-8
kej 9-10
kej 5-6
kej 9-10
kej 9-10
kej 9-10
kej 7-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 7-8
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 7-10
kej 7-8
kej 9-10
kej 11-12
kej 11-12
kej 11-12
kej 9-10
kej 5-8
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 9-10
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 9-12
kej 11-12
kej 2-12
kej 11-12
kej 11-12
kej 7-12
kej 11-12
kej 9-12
kej 11-12
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 14-15
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 13-16
kej 15-16
kej 13-16
kej 15-16
kej 15-16
kej 13-16
kej 15-16
kej 13-16
kej 13-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 13-14
kej 13-16
kej 13-14
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 13-14
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 17-18
kej 17-18
kej 17-18
kej 17-18
kej 17-18
kej 17-18
kej 17-18
kej 15-18
kej 13-18
kej 17-18
kej 17-18
kej 17-18
kej 17-18
kej 17-18
kej 17-18
kej 17-18
kej 17-18
kej 15-16
kej 11-16
kej 19-20
kej 15-18
kej 17-18
kej 17-18
kej 17-18
kej 17-18
kej 17-18
kej 15-18
kej 17-18
kej 17-18
kej 17-18
kej 15-18
kej 17-18
kej 17-18
kej 17-18
kej 17-18
kej 17-18
kej 15-18
kej 17-18
kej 17-18
kej 17-18
kej 17-18
kej 17-18
kej 15-18
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 16-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 17-20
kej 17-20
kej 19-20
kej 19-20
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 19-22
kej 21-22
kej 17-18
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 19-20
kej 21-22
kej 21-22
kej 21-22
kej 19-22
kej 19-22
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 17-20
kej 19-22
kej 21-22
kej 20-22
kej 23-24
kej 19-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 19-20
kej 23-24
kej 23-24
kej 23-24
kej 21-22
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 21-22
kej 17-22
kej 23-24
kej 23-24
kej 21-22
kej 21-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 21-24
kej 23-24
kej 23-24
kej 21-24
kej 21-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 21-24
kej 19-24
kej 21-24
kej 15-24
kej 23-24
kej 23-24
kej 21-22
kej 17-24
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 23-26
kej 23-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 27-28
kej 27-28
kej 27-28
kej 27-28
kej 27-28
kej 27-28
kej 27-28
kej 27-28
kej 27-28
kej 27-28
kej 27-28
kej 27-28
kej 27-28
kej 27-8
kej 25-28
kej 27-28
kej 27-28
kej 27-28
kej 27-28
kej 25-28
kej 27-28
kej 27-28
kej 25-28
kej 27-28
kej 25-28
kej 27-28
kej 25-28
kej 27-28
kej 27-28
kej 27-28
kej 25-26
kej 27-28
kej 27-28
kej 23-26
kej 27-28
kej 27-28
kej 25-28
kej 29-30
kej 27-28
kej 29-30
kej 27-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 25-26
kej 29-30
kej 25-30
kej 29-30
kej 29-30
kej 29-30
kej 29-30
kej 27-30
kej 27-30
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 29-32
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 29-32
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 31-32
kej 29-30
kej 31-32
kej 31-32
kej 33-34
kej 25-32
kej 31-32
kej 33-34
kej 33-34
kej 33-34
kej 31-32
kej 33-34
kej 31-32
kej 33-34
kej 33-34
kej 33-34
kej 33-34
kej 33-34
kej 31-32
kej 33-34
kej 33-34
kej 33-34
kej 33-34
kej 26-30
kej 33-34
kej 33-34
kej 31-32
kej 33-34
kej 33-34
kej 31-32
kej 33-34
kej 33-34
kej 33-34
kej 33-34
kej 33-34
kej 33-34
kej 33-34
kej 31-32
kej 33-34
kej 30-34
kej 25-34
kej 35-36
kej 35-36
kej 35-36
kej 35-36
kej 35-36
kej 35-36
kej 35-36
kej 35-36
kej 35-36
kej 35-36
kej 35-36
kej 35-36
kej 31-34
kej 35-36
bu dessy saya sdh smp kej 32
kej 35-36
kej 35-36
kej 33-36
kej 35-36
kej 33-34
kej 35-36
kej 35-36
kej 35-36
kej 35-36
kej 35-36
kej 35-36
kej 35-36
kej 33-34
kej 33-34
kej 35-36
kej 35-36
kej 33-34
kej 34-36
kej 31-36
kej 35-36
kej 27-36
kej 35-36
kej 35-36
kej 29-36
kej 35-36
kej 35-36
kej 31-34
kej 35-36
kej 35-36
kej 35-36
kej 29-35
kej 36
kej 35-36
kej 33-36
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 35-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 32-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 37-38
kej 39-40
kej 39-40
kej 39-40
kej 39-40
kej 39-40
kej 39-40
kej 39-40
kej 39-40
kej 39-40
kej 39-40
kej 39-40
kej 39-40
kej 39-40
kej 34-38
kej 39-40
kej 37-38
kej 37-40
kej 39-40
kej 39-40
kej 39-40
kej 39-40
kej 39-40
kej 39-40
kej 39-40
kej 39-40
kej 33-40
kej 37-40
kej 37-40
kej 39-40
kej 39-40
kej 37-38
kej 39-40
kej 39-40
kej 39-40
kej 41-42
kej 41-42
kej 41-42
kej 41-42
kej 41-42
kej 41-42
kej 41-42
kej 41-42
kej 41-42
kej 39-42
kej 41-42
kej 41-42
kej 39-40
kej 41-42
kej 37-42
kej 41-42
kej 33-40
kej 41-42
kej 41-42
kej 41-42
kej 41-42
kej 38-42
kej 38-42
kej 41-42
kej 41-42
kej 41-42
kej 41-42
kej 41-42
kej 41-42
kej 41-42
kej 41-42
kej 39-40
kej 41-42
kej 36-40
kej 41-42
kej 43-44
kej 43-44
kej 41-42
kej 43-44
kej 43-44
kej 43-44
kej 43-44
kej 41-42
kej 43-44
kej 43-44
kej 43-44
kej 43-44
kej 43-44
kej 43-44
kej 43-44
kej 43-44
kej 43-44
kej 43-44
kej 43-44
kej 41-44
kej 39-44
kej 43-44
kej 43-44
kej 43-44
kej 43-44
kej 43-44
kej 43-44
kej 43-44
kej 43-44
kej 41-42
kej 43-44
kej 43-44
kej 43-44
kej 39-44
kej 43-44
kej 43-44
kej 43-44
kej 39-44
kej 41-44
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 43-44
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 34-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 45-46
kej 43-44
kej 45-46
kej 43-46
kej 45-46
kej 45-46
kej 45-46
kej 47-48
kej 47-48
kej 47-48
kej 47-48
kej 40-46
kej 47-48
kej 47-48
kej 47-48
kej 47-48
kej 47-48
kej 47-48
kej 47-48
kej 43-46
kej 47-48
kej 47-48
kej 47-48
kej 47-48
kej 47-48
kej 43-44
kej 45-48
kej 47-48
kej 47-48
kej 47-48
kej 45-48
kej 47-48
kej 47-48
kej 47-48
kej 47-48
kej 47-48
kej 40-48
kej 47-48
kej 49-50
kej 47-48
kej 47-48
kej 47-48
kej 45-48
kej 47-48
kej 47-48
kej 47-48
kej 49-50
kej 49-50
kej 49-50
kej 49-50
kej 49-50
kej 49-50
kej 49-50
kej 45-46
kej 49-50
kej 49-50
kej 49-50
kej 43-46
kej 49-50
kej 49-50
kej 49-50
kej 49-50
kej 45-46
kej 49-50
kej 49-50
kej 47-48
kej 49-50
kej 49-50
kej 49-50
kej 49-50
kej 47-50
kej 49-50
kej 41-50
kej 49-50
kej 49-50
kej 49-50
kej 49-50
kej 49-50
kej 49-50
kej 49-50
kej 49-50
kej 1-2
kej 49-50
kej 1-2
kej 49-50
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 1-50
kej 1-2
kej 49-50
kej 49-50
kej 49-50
kej 1-2
kej 1-2
kej 1-2
kej 49-50
kej 1-2
kej 1-2
kej 1-2
kej 1-2
kej 48-kel 2
kej 1-2
kej 3-4
kej 3-4
kej 49-kel 1
kej 3-4
kej 1-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 1-2
kej 47-kel 2
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 45-46
kej 3-4
kej 3-4
kej 3-4
kej 3-4
kej 2-4
kej 3-4
kej 1-4
kej 3-4
kej 1-4
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 49-50
kej 5-6
kej 5-6
kej 5-6
kej 3-6
kej 45-kel 2
kej 1-4
kej 3-4
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 3-4
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 5-6
kej 3-4
kej 5-6
kej 5-6
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 8-9
kej 3-4
kej 5-6
kej 7-8
kej 49-50
kej 7-8
kej 5-8
kej 47-50
kej 7-8
kej 3-6
kej 7-8
kej 7-8
kej 5-6
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 7-8
kej 5-6
kej 7-8
kej 3-8
kej 5-8
kej 7-8
kej 7-8
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 7-8
kej 9-10
kej 9-10
kej 9-10
kej 7-8
kej 7-8
kej 9-10
kej 7-8
kej 9-10
kej 9-10
kej 9-10
kej 7-8
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 9-10
kej 7-10
kej 47-kel 4
kej 9-10
kej 5-6
kej 9-10
kej 9-10
kej 9-10
kej 7-10
kej 9-10
kej 9-10
kej 7-10
kej 9-10
kej 9-12
kej 5-8
kej 3-4
kej 9-10
kej 1-4
kej 3-4
kej 9-10
kej 9-10
kej 7-8
kej 9-10
kej 11-12
kej 11-12
kej 5-8
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 5-8
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 9-10
kej 7-8
kej 11-12
kej 9-12
kej 11-12
kej 9-10
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 11-12
kej 13-14
kej 11-14
kej 9-12
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 9-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 11-14
kej 13-14
kej 11-12
kej 13-14
kej 7-8
kej 13-14
kej 13-14
kej 13-14
kej 13-14
kej 11-12
kej 13-14
kej 11-14
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 5-10
kej 15-16
kej 15-16
kej 13-14
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 36-keluaran 7
kej 13-16
kej 5-6
kej 15-16
kej 13-14
kej 15-16
kej 15-16
kej 15-16
kej 15-16
kej 5-16
kej 17-18
kej 17-18
kej 9-12
kej 15-16
kej 17-18
kej 17-18
kej 15-16
kej 17-18
kej 17-18
kej 17-18
kej 13-14
kej 17-18
kej 17-18
kej 15-18
kej 17-18
kej 17-18
kej 7-18
bu desy saya sudah sampai kel 18
kej 17-18
kej 17-18
kej 7-15
kej 17-18
kej 17-18
kej 11-12
kej 17-18
kej 15-18
kej 17-18
kej 13-18
kej 15-18
kej 17-18
kej 17-18
kej 15-18
kej 17-18
kej 15-18
kej 9-12
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 13-16
kej 19-20
kej 17-20
kej 19-20
kej 19-20
kej 17-18
kej 19-20
kej 19-20
kej 17-18
kej 19-20
kej 19-20
kej 15-16
kej 19-20
kej 16-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 15-16
kej 19-20
kej 19-20
kej 19-20
kej 19-20
kej 17-20
kej 21-22
kej 21-22
kej 13-14
kej 19-20
kej 17-20
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 19-22
kej 21-22
kej 19-22
kej 21-22
kej 21-22
kej 17-18
kej 21-22
kej 21-22
kej 5-16
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 19-22
kej 8-18
kej 13-16
kej 17-22
kej 19-20
kej 21-22
kej 21-22
kej 12-13
kej 21-22
kej 21-22
kej 21-22
kej 21-22
kej 17-20
kej 19-20
kej 19-20
kej 21-22
kej 21-22
kej 19-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 23-24
kej 19-22
kej 23-24
kej 23-24
kej 23-24
kej 16-17
kej 23-24
kej 23-24
kej 21-22
kej 23-24
kej 22-24
kej 23-24
kej 23-24
kej 23-24
kej 18-22
kej 21-24
kej 23-24
kej 23-24
kej 23-24
kej 19-22
kej 25-26
kej 25-26
kej 17-26
kej 25-26
kej 25-26
kej 25-26
kej 25-26
kej 23-26
kej 25-26
